#English_unigrams	German_translation	#label
revoke_verb	aufkündigen_verb	OTHER
revolt_verb	rebellieren_verb	OTHER
revulsion_noun	Abscheu_noun	OTHER
rhetoric_noun	Rhetorik_noun	OTHER
ridicule_noun	Gespött_noun	DEROGATORY
rigorous_adj	drastisch_adj	OTHER
rile_verb	reizen_verb	OTHER
rival_verb	rivalisieren_verb	OTHER
rot_noun	Fäule_noun	DEROGATORY
rotten_adj	hundsgemein_adj	DEROGATORY
rough_adj	spröde_adj	OTHER
roundeye_noun	?	DEROGATORY
rude_adj	unverschämt_adj	DEROGATORY
ruffian_noun	Grobian_noun	DEROGATORY
ruffle_verb	durcheinanderbringen_verb	OTHER
ruthlessness_noun	Unbarmherzigkeit_noun	DEROGATORY
sad_adj	traurig_adj	OTHER
sadden_verb	betrüben_verb	OTHER
sadness_noun	Traurigkeit_noun	OTHER
sag_verb	abschlaffen_verb	OTHER
sanctimonious_adj	scheinheilig_adj	DEROGATORY
sarcasm_noun	Sarkasmus_noun	OTHER
sass_noun	?	OTHER
satirize_verb	persiflieren_verb	OTHER
savage_adj	unzivilisiert_adj	DEROGATORY
savage_verb	anfallen_verb	DEROGATORY
scag_noun	?	DEROGATORY
scandalize_verb	anecken_verb	DEROGATORY
scank_noun	Schlampe_noun	DEROGATORY
scar_noun	Narbe_noun	OTHER
scar_verb	vernarben_verb	OTHER
scarcity_noun	Verknappung_noun	OTHER
scare_verb	vergraulen_verb	OTHER
scared_adj	verängstigt_adj	OTHER
scathing_adj	beißend_adj	OTHER
scheming_adj	intrigant_adj	DEROGATORY
schlong_noun	Pimmel_noun	DEROGATORY
schmuck_noun	Beknackte_noun	DEROGATORY
scold_verb	ausschimpfen_verb	OTHER
scorn_verb	verhöhnen_verb	OTHER
scoundrel_noun	Halunke_noun	DEROGATORY
scowl_verb	?	DEROGATORY
screech_noun	Kreischen_noun	OTHER
scum_noun	Abschaum_noun	DEROGATORY
second-class_adj	zweitklassig_adj	DEROGATORY
sedentary_adj	sesshaft_adj	OTHER
seedy_adj	zwielichtig_adj	DEROGATORY
seethe_verb	brodeln_verb	OTHER
self-defeating_adj	zwecklos_adj	OTHER
self-destructive_adj	selbstzerstörerisch_adj	OTHER
self-interested_adj	eigennützig_adj	DEROGATORY
seriousness_noun	Ernsthaftigkeit_noun	OTHER
sermonize_verb	predigen_verb	OTHER
servitude_noun	Knechtschaft_noun	DEROGATORY
shabby_adj	marode_adj	OTHER
shady_adj	anrüchig_adj	DEROGATORY
shaky_adj	klapprig_adj	OTHER
shallow_adj	seicht_adj	OTHER
sham_adj	zwielichtig_adj	DEROGATORY
shame_noun	Schande_noun	DEROGATORY
shame_verb	beschämen_verb	DEROGATORY
shamelessness_noun	Schamlosigkeit_noun	DEROGATORY
shatter_verb	zerschellen_verb	OTHER
shirk_verb	kneifen_verb	DEROGATORY
shirker_noun	Drückeberger_noun	DEROGATORY
shit_noun	Kacke_noun	DEROGATORY
shitty_adj	beschissen_adj	DEROGATORY
shock_verb	schockieren_verb	OTHER
shortchange_verb	ausnutzen_verb	OTHER
shrew_noun	Widerspenstige_noun	OTHER
shriek_verb	schreien_verb	OTHER
shrill_adj	schrill_adj	OTHER
shrivel_verb	verwelken_verb	OTHER
shroud_verb	verstecken_verb	OTHER
shrug_verb	abtun_verb	OTHER
shyster_noun	Ganove_noun	DEROGATORY
sickness_noun	Erkrankung_noun	OTHER
sidetrack_verb	ablenken_verb	OTHER
siege_noun	Belagerung_noun	OTHER
silly_adj	blöd_adj	DEROGATORY
skanger_noun	Prolet_noun	DEROGATORY
skeptical_adj	skeptisch_adj	OTHER
skepticism_noun	Skepsis_noun	OTHER
sketchy_adj	?	DEROGATORY
skimpy_adj	knapp_adj	OTHER
skittish_adj	schreckhaft_adj	OTHER
slander_noun	Verleumdung_noun	DEROGATORY
slander_verb	verleumden_verb	OTHER
slanderous_adj	ehrenrührig_adj	DEROGATORY
slant_noun	?	DEROGATORY
slap_verb	ohrfeigen_verb	DEROGATORY
slaughter_verb	abschlachten_verb	DEROGATORY
sleazy_adj	schmierig_adj	DEROGATORY
slight_noun	Kränkung_noun	OTHER
slight_verb	vernachlässigen_verb	OTHER
slothful_adj	faul_adj	DEROGATORY
slow-moving_adj	zähfließend_adj	OTHER
slow_adj	langsam_adj	OTHER
sluggish_adj	lahm_adj	DEROGATORY
slump_noun	Abschwung_noun	OTHER
slut_noun	Luder_noun	DEROGATORY
sly_adj	verschlagen_adj	OTHER
smash_verb	zertrümmern_verb	OTHER
smokescreen_noun	Vorwand_noun	OTHER
smother_verb	ersticken_verb	OTHER
smoulder_verb	qualmen_verb	OTHER
smug_adj	selbstzufrieden_adj	DEROGATORY
smut_noun	Schweinkram_noun	DEROGATORY
snarl_noun	Knurren_noun	OTHER
snarl_verb	knurren_verb	OTHER
sneak_verb	schleichen_verb	OTHER
sneaky_adj	feige_adj	DEROGATORY
sneer_noun	Hohngelächter_noun	DEROGATORY
sneer_verb	höhnen_verb	DEROGATORY
snout_noun	Schnauze_noun	DEROGATORY
snowflake_noun	Mimose_noun	DEROGATORY
sob_verb	schluchzen_verb	OTHER
sober_adj	nüchtern_adj	OTHER
sorrow_noun	Kummer_noun	OTHER
sorrowful_adj	kummervoll_adj	OTHER
sorry_adj	bekümmert_adj	OTHER
sour_adj	sauertöpfisch_adj	DEROGATORY
spank_verb	verhauen_verb	OTHER
spick_noun	?	DEROGATORY
spide_noun	?	DEROGATORY
spigger_noun	?	DEROGATORY
spite_noun	Groll_noun	OTHER
spiteful_adj	gehässig_adj	DEROGATORY
spitefulness_noun	Gehässigkeit_noun	DEROGATORY
split_verb	spalten_verb	OTHER
spoil_verb	verderben_verb	DEROGATORY
spook_verb	herumgeistern_verb	OTHER
spurn_verb	?	DEROGATORY
sputter_verb	stottern_verb	OTHER
squander_verb	vergeuden_verb	OTHER
squash_verb	quetschen_verb	OTHER
squaw_noun	Squaw_noun	DEROGATORY
stagger_verb	wanken_verb	OTHER
stagnation_noun	Stagnation_noun	OTHER
stale_adj	abgestanden_adj	OTHER
startling_adj	bestürzend_adj	OTHER
starvation_noun	Hungertod_noun	OTHER
starve_verb	verhungern_verb	OTHER
stealing_noun	Stehlen_noun	OTHER
steep_adj	steil_adj	OTHER
stench_noun	Gestank_noun	DEROGATORY
stern_adj	strikt_adj	OTHER
stigmatize_verb	brandmarken_verb	OTHER
stink_noun	Mief_noun	DEROGATORY
stink_verb	stinken_verb	DEROGATORY
stinking_adj	stinkend_adj	DEROGATORY
stodgy_adj	öde_adj	OTHER
storm_verb	stürmen_verb	OTHER
strange_adj	wunderlich_adj	DEROGATORY
stranger_noun	Fremde_noun	OTHER
strangle_verb	strangulieren_verb	DEROGATORY
stress_noun	Anstrengung_noun	OTHER
strident_adj	kreischend_adj	OTHER
struggle_noun	Bemühung_noun	OTHER
stubborn_adj	dickköpfig_adj	DEROGATORY
stumble_noun	Stolpern_noun	OTHER
stumble_verb	stolpern_verb	OTHER
stump_verb	durcheinanderbringen_verb	OTHER
stun_verb	verblüffen_verb	OTHER
stunt_noun	Trick_noun	OTHER
subordinate_noun	Untergebene_noun	OTHER
subservience_noun	Unterwürfigkeit_noun	OTHER
substandard_adj	minderwertig_adj	DEROGATORY
subtract_verb	schmälern_verb	OTHER
subversion_noun	Staatsgefährdung_noun	OTHER
subvert_verb	untergraben_verb	OTHER
succumb_verb	unterliegen_verb	OTHER
sucker_noun	Schmarotzer_noun	DEROGATORY
suffering_noun	Leiden_noun	OTHER
suffocate_verb	ersticken_verb	OTHER
sugar-coated_adj	geschönt_adj	OTHER
sulk_verb	schmollen_verb	DEROGATORY
sully_verb	beflecken_verb	OTHER
superficial_adj	oberflächlich_adj	OTHER
superficiality_noun	Oberflächlichkeit_noun	OTHER
suppression_noun	Unterdrückung_noun	OTHER
supremacy_noun	Vorherrschaft_noun	OTHER
surrender_noun	Ergebung_noun	OTHER
swagger_verb	prahlen_verb	DEROGATORY
swear_verb	schwören_verb	OTHER
swindle_verb	schwindeln_verb	DEROGATORY
symptom_noun	Krankheitserscheinung_noun	OTHER
taboo_adj	unantastbar_adj	OTHER
taint_verb	beflecken_verb	OTHER
tainted_adj	unrein_adj	OTHER
tangled_adj	verworren_adj	OTHER
tantrum_noun	Ausraster_noun	DEROGATORY
tart_noun	Flittchen_noun	DEROGATORY
taunt_verb	spotten_verb	DEROGATORY
tease_verb	necken_verb	OTHER
tedious_adj	nervtödend_adj	DEROGATORY
temper_noun	Laune_noun	OTHER
tempest_noun	Gewitter_noun	OTHER
tense_adj	angespannt_adj	OTHER
tentative_adj	tastend_adj	OTHER
tepid_adj	lau_adj	OTHER
terror_noun	Terror_noun	OTHER
terrorism_noun	Terrorismus_noun	OTHER
terrorize_verb	terroisieren_verb	OTHER
thankless_adj	undankbar_adj	OTHER
thirst_noun	Durst_noun	OTHER
thoughtless_adj	unbekümmert_adj	DEROGATORY
thrash_verb	verhauen_verb	OTHER
threat_noun	Drohung_noun	OTHER
threaten_verb	drohen_verb	OTHER
throttle_verb	erdrosseln_verb	DEROGATORY
throw_verb	schmeißen_verb	OTHER
timidity_noun	Furchtsamkeit_noun	OTHER
tiring_adj	ermüdend_adj	OTHER
toil_verb	mühen_verb	OTHER
toll_noun	Verlustziffer_noun	OTHER
topple_verb	kippen_verb	OTHER
torment_noun	Peinigung_noun	DEROGATORY
torment_verb	schikanieren_verb	DEROGATORY
tortuous_adj	gewunden_adj	OTHER
torture_noun	Folter_noun	DEROGATORY
torture_verb	foltern_verb	DEROGATORY
tortured_adj	gequält_adj	OTHER
toughness_noun	Belastbarkeit_noun	OTHER
traduce_verb	verleumden_verb	OTHER
tragedy_noun	Tragödie_noun	OTHER
traitor_noun	Verräter_noun	DEROGATORY
tramp_noun	Penner_noun	DEROGATORY
trample_verb	trampeln_verb	OTHER
tranny_noun	Transe_noun	DEROGATORY
transgress_verb	überschreiten_verb	OTHER
travesty_noun	Travestie_noun	DEROGATORY
treasonous_adj	verräterisch_adj	DEROGATORY
trick_noun	Streich_noun	OTHER
tricky_adj	knifflig_adj	OTHER
trivial_adj	trivial_adj	OTHER
trivialize_verb	verharmlosen_verb	OTHER
trouble_verb	beunruhigen_verb	OTHER
troublesome_adj	beschwerlich_adj	OTHER
tumultuous_adj	ungestüm_adj	OTHER
twat_noun	Saftarsch_noun	DEROGATORY
twink_noun	?	DEROGATORY
twist_noun	Verwindung_noun	OTHER
twisted_adj	verdorben_adj	DEROGATORY
tyrannical_adj	tyrannisch_adj	DEROGATORY
ugliness_noun	Hässlichkeit_noun	DEROGATORY
ugly_adj	hässlich_adj	DEROGATORY
ultimatum_noun	Ultimatum_noun	OTHER
unable_adj	außerstande_adj	OTHER
unavailable_adj	fehlend_adj	OTHER
unbearable_adj	unerträglich_adj	DEROGATORY
unclear_adj	unklar_adj	OTHER
uncomfortable_adj	unbequem_adj	OTHER
uncontrolled_adj	unkontrolliert_adj	OTHER
underdog_noun	Unterlegene_noun	OTHER
underestimate_verb	unterschätzen_verb	OTHER
undetermined_adj	unentschieden_adj	OTHER
unease_noun	Unbehagen_noun	OTHER
uneasiness_noun	Unbehaglichkeit_noun	OTHER
uneasy_adj	unheimlich_adj	DEROGATORY
uneconomical_adj	unrentabel_adj	OTHER
unethical_adj	skrupellos_adj	DEROGATORY
uneven_adj	ungleich_adj	OTHER
unfaithful_adj	abspenstig_adj	DEROGATORY
unfavorable_adj	unvorteilhaft_adj	OTHER
unfeeling_adj	gefühlskalt_adj	DEROGATORY
unfounded_adj	unbegründet_adj	OTHER
unfriendly_adj	unfreundlich_adj	OTHER
ungovernable_adj	unregierbar_adj	OTHER
unhealthy_adj	krankhaft_adj	DEROGATORY
unilateralism_noun	Unilateralismus_noun	OTHER
unjustified_adj	ungerechtfertigt_adj	OTHER
unlawful_adj	ungesetzlich_adj	OTHER
unlawfulness_noun	Unrechtmäßigkeit_noun	OTHER
unleash_verb	entfesseln_verb	OTHER
unlicensed_adj	unkonzessioniert_adj	OTHER
unlikely_adj	unwahrscheinlich_adj	OTHER
unlucky_adj	unglücklich_adj	OTHER
unnecessary_adj	unnötig_adj	OTHER
unnerving_adj	nervenzermürbend_adj	OTHER
unpleasant_adj	unerfreulich_adj	OTHER
unpopular_adj	unbeliebt_adj	OTHER
unprecedented_adj	beispiellos_adj	OTHER
unreasonable_adj	unangemessen_adj	OTHER
unreliability_noun	Unzuverlässigkeit_noun	OTHER
unruly_adj	renitent_adj	DEROGATORY
unsafe_adj	unsicher_adj	OTHER
unsettle_verb	erschüttern_verb	OTHER
unsophisticated_adj	schlicht_adj	OTHER
unstable_adj	instabil_adj	OTHER
unsteadiness_noun	Unbeständigkeit_noun	OTHER
unsteady_adj	unbeständig_adj	OTHER
unsupported_adj	unbestätigt_adj	OTHER
untenable_adj	unhaltbar_adj	OTHER
untimely_adj	vorzeitig_adj	OTHER
untrue_adj	unwahr_adj	OTHER
unwanted_adj	unerwünscht_adj	DEROGATORY
unwarranted_adj	unvertretbar_adj	OTHER
unwieldy_adj	unhandlich_adj	OTHER
unwillingness_noun	Widerwille_noun	OTHER
unwise_adj	unklug_adj	OTHER
unworthy_adj	unwürdig_adj	DEROGATORY
unyielding_adj	unnachgiebig_adj	OTHER
upbraid_verb	rügen_verb	OTHER
upheaval_noun	Aufruhr_noun	OTHER
uprising_noun	Erhebung_noun	OTHER
uproarious_adj	tobend_adj	OTHER
uproot_verb	entwurzeln_verb	OTHER
upset_verb	verärgern_verb	OTHER
urgency_noun	Dringlichkeit_noun	OTHER
usurp_verb	usurpieren_verb	OTHER
usurper_noun	Thronräuber_noun	DEROGATORY
vanish_verb	verschwinden_verb	OTHER
vehement_adj	vehement_adj	OTHER
vengeful_adj	rachsüchtig_adj	DEROGATORY
vengefulness_noun	Rachsucht_noun	OTHER
vex_verb	bekümmern_verb	OTHER
viciousness_noun	Boshaftigkeit_noun	DEROGATORY
victimize_verb	opfern_verb	OTHER
vile_adj	widerwärtig_adj	DEROGATORY
vilify_verb	schmähen_verb	OTHER
violate_verb	verstoßen_verb	OTHER
violation_noun	Missbrauch_noun	DEROGATORY
violator_noun	Eindringling_noun	OTHER
violent_adj	gewalttätig_adj	DEROGATORY
viper_noun	Giftschlange_noun	DEROGATORY
virulence_noun	Heftigkeit_noun	OTHER
volatile_adj	unstetig_adj	OTHER
vomit_verb	kotzen_verb	DEROGATORY
vulgar_adj	pöbelhaft_adj	DEROGATORY
wail_verb	wehklagen_verb	OTHER
wane_verb	abflauen_verb	OTHER
wariness_noun	Skepsis_noun	OTHER
warlike_adj	streitbar_adj	OTHER
warped_adj	abartig_adj	DEROGATORY
waste_noun	Verschwendung_noun	OTHER
waste_verb	verschwenden_verb	DEROGATORY
wasteful_adj	unwirtschaftlich_adj	OTHER
wastefulness_noun	Verschwendungssucht_noun	DEROGATORY
wayward_adj	unberechenbar_adj	OTHER
weaken_verb	schwächen_verb	OTHER
weakness_noun	Schwäche_noun	OTHER
weary_verb	ermüden_verb	OTHER
weep_verb	weinen_verb	OTHER
wetback_noun	?	DEROGATORY
whimper_verb	fiepen_verb	OTHER
whine_verb	winseln_verb	DEROGATORY
whore_noun	Hure_noun	DEROGATORY
widespread_adj	weitverbreitet_adj	OTHER
wigger_noun	Möchtegern-Schwarzer_noun	DEROGATORY
wild_adj	wild_adj	OTHER
wilt_verb	abschlaffen_verb	OTHER
wily_adj	verschlagen_adj	OTHER
wince_verb	zusammenzucken_verb	OTHER
withhold_verb	vorenthalten_verb	OTHER
woe_noun	Leid_noun	OTHER
woebegone_adj	kummervoll_adj	OTHER
wolly_noun	?	DEROGATORY
wop_noun	Katzelmacher_noun	DEROGATORY
worried_adj	besorgt_adj	OTHER
worry_noun	Sorge_noun	OTHER
worry_verb	sorgen_verb	OTHER
worsen_verb	verschlechtern_verb	OTHER
worthless_adj	wertlos_adj	DEROGATORY
worthlessness_noun	Wertlosigkeit_noun	OTHER
wound_noun	Wunde_noun	OTHER
wrangle_verb	streiten_verb	OTHER
wreck_noun	Wrack_noun	DEROGATORY
wreck_verb	?	DEROGATORY
wrest_verb	entreißen_verb	OTHER
wrestle_verb	niederringen_verb	OTHER
wrong_verb	benachteiligen_verb	OTHER
wrongful_adj	ungerechtfertigt_adj	OTHER
yarpie_noun	?	DEROGATORY
yawn_noun	Gähnen_noun	OTHER
yawn_verb	gähnen_verb	OTHER
yokel_noun	Bauerntölpel_noun	DEROGATORY
zealot_noun	Fanatiker_noun	DEROGATORY
zigabo_noun	?	DEROGATORY
